唯一雜湊鍵,原始字詞,語言組別,權重常數,維度_1,維度_2,維度_3,維度_4,維度_5,維度_6,維度_7,維度_8,維度_9,維度_10,維度_11,維度_12,維度_13,維度_14,維度_15,維度_16,維度_17,維度_18,維度_19,維度_20,維度_21,維度_22,維度_23,維度_24,維度_25,維度_26,維度_27,維度_28,維度_29,維度_30,維度_31,維度_32,維度_33,維度_34,維度_35,維度_36,維度_37,維度_38,維度_39,維度_40,維度_41,維度_42,維度_43,維度_44,維度_45,維度_46,維度_47,維度_48,維度_49,維度_50,維度_51,維度_52,維度_53,維度_54,維度_55,維度_56,維度_57,維度_58,維度_59,維度_60,維度_61,維度_62,維度_63,維度_64,維度_65,維度_66,維度_67,維度_68,維度_69,維度_70,維度_71,維度_72,維度_73,維度_74,維度_75,維度_76,維度_77,維度_78,維度_79,維度_80,維度_81,維度_82,維度_83,維度_84,維度_85,維度_86,維度_87,維度_88,維度_89,維度_90,維度_91,維度_92,維度_93,維度_94,維度_95,維度_96,維度_97,維度_98,維度_99,維度_100,
L1_阿母,阿母,語言 1,1.0000,-0.166505,-0.091555,0.143414,0.108090,-0.007061,0.075781,0.085216,-0.046252,-0.062274,0.154401,-0.129762,0.117101,0.144891,0.060321,0.040277,-0.041223,0.118294,-0.165517,-0.131609,-0.086197,-0.022538,-0.069889,-0.105156,0.098220,-0.100603,-0.140759,0.092824,-0.093683,0.075173,-0.166852,0.024228,-0.167365,0.010158,-0.000129,0.114176,0.053297,-0.048705,0.148799,0.084065,-0.015924,-0.166879,0.133678,-0.065350,-0.019618,-0.005008,-0.077395,-0.150574,0.087350,-0.125244,-0.140917,-0.120212,0.074144,0.062828,0.072570,0.073384,-0.027686,0.041434,-0.023329,-0.035163,-0.044679,-0.118248,0.089258,-0.010913,-0.059768,-0.135366,0.111962,-0.024936,-0.063866,-0.161841,-0.038976,-0.079746,0.046412,-0.166134,0.054020,-0.162014,-0.046474,0.109172,0.029690,-0.144484,0.162526,-0.054443,0.051065,-0.111760,-0.046863,-0.056423,-0.098455,0.019676,-0.163675,-0.139809,-0.111007,0.096355,-0.091642,0.097898,0.111835,-0.030509,0.160678,-0.127563,0.120946,-0.035462,-0.102048
L2_A-bú,A-bú,語言 2,1.0000,-0.166505,-0.091555,0.143414,0.108090,-0.007061,0.075781,0.085216,-0.046252,-0.062274,0.154401,-0.129762,0.117101,0.144891,0.060321,0.040277,-0.041223,0.118294,-0.165517,-0.131609,-0.086197,-0.022538,-0.069889,-0.105156,0.098220,-0.100603,-0.140759,0.092824,-0.093683,0.075173,-0.166852,0.024228,-0.167365,0.010158,-0.000129,0.114176,0.053297,-0.048705,0.148799,0.084065,-0.015924,-0.166879,0.133678,-0.065350,-0.019618,-0.005008,-0.077395,-0.150574,0.087350,-0.125244,-0.140917,-0.120212,0.074144,0.062828,0.072570,0.073384,-0.027686,0.041434,-0.023329,-0.035163,-0.044679,-0.118248,0.089258,-0.010913,-0.059768,-0.135366,0.111962,-0.024936,-0.063866,-0.161841,-0.038976,-0.079746,0.046412,-0.166134,0.054020,-0.162014,-0.046474,0.109172,0.029690,-0.144484,0.162526,-0.054443,0.051065,-0.111760,-0.046863,-0.056423,-0.098455,0.019676,-0.163675,-0.139809,-0.111007,0.096355,-0.091642,0.097898,0.111835,-0.030509,0.160678,-0.127563,0.120946,-0.035462,-0.102048
L3_媽媽,媽媽,語言 3,1.0000,-0.166505,-0.091555,0.143414,0.108090,-0.007061,0.075781,0.085216,-0.046252,-0.062274,0.154401,-0.129762,0.117101,0.144891,0.060321,0.040277,-0.041223,0.118294,-0.165517,-0.131609,-0.086197,-0.022538,-0.069889,-0.105156,0.098220,-0.100603,-0.140759,0.092824,-0.093683,0.075173,-0.166852,0.024228,-0.167365,0.010158,-0.000129,0.114176,0.053297,-0.048705,0.148799,0.084065,-0.015924,-0.166879,0.133678,-0.065350,-0.019618,-0.005008,-0.077395,-0.150574,0.087350,-0.125244,-0.140917,-0.120212,0.074144,0.062828,0.072570,0.073384,-0.027686,0.041434,-0.023329,-0.035163,-0.044679,-0.118248,0.089258,-0.010913,-0.059768,-0.135366,0.111962,-0.024936,-0.063866,-0.161841,-0.038976,-0.079746,0.046412,-0.166134,0.054020,-0.162014,-0.046474,0.109172,0.029690,-0.144484,0.162526,-0.054443,0.051065,-0.111760,-0.046863,-0.056423,-0.098455,0.019676,-0.163675,-0.139809,-0.111007,0.096355,-0.091642,0.097898,0.111835,-0.030509,0.160678,-0.127563,0.120946,-0.035462,-0.102048
L1_講,講,語言 1,1.0000,-0.064029,-0.088117,0.059448,-0.032242,-0.027111,-0.127943,-0.101171,-0.121713,-0.134548,0.181926,0.077160,0.120449,-0.040152,-0.057777,0.103734,-0.003955,-0.144243,-0.146720,0.161514,-0.103534,0.120369,0.056689,0.016807,-0.021334,-0.125012,0.004726,0.036709,0.132682,-0.040442,-0.032280,-0.151803,-0.016600,0.066160,-0.094464,-0.143921,-0.007919,-0.152937,0.134382,0.100296,0.027324,0.115567,0.125882,0.154606,0.088928,0.081475,-0.155098,-0.034917,-0.103915,-0.101347,0.171695,-0.062163,-0.179022,-0.065089,-0.011366,-0.026378,0.101537,0.080278,0.145873,0.120125,0.005380,-0.084741,-0.135744,0.127800,0.082359,-0.008921,-0.115056,-0.029316,0.049933,-0.161741,0.123643,-0.003306,0.131385,-0.045028,-0.146590,-0.100887,-0.092049,0.079917,-0.042639,-0.141795,0.098013,0.042504,-0.024538,-0.118093,0.171485,0.030785,0.076684,0.094906,0.002526,-0.001810,0.007852,0.116355,-0.114042,-0.117847,-0.016427,-0.061702,-0.065664,0.150523,0.165892,-0.052570,-0.070284
L2_kóng,kóng,語言 2,1.0000,-0.064029,-0.088117,0.059448,-0.032242,-0.027111,-0.127943,-0.101171,-0.121713,-0.134548,0.181926,0.077160,0.120449,-0.040152,-0.057777,0.103734,-0.003955,-0.144243,-0.146720,0.161514,-0.103534,0.120369,0.056689,0.016807,-0.021334,-0.125012,0.004726,0.036709,0.132682,-0.040442,-0.032280,-0.151803,-0.016600,0.066160,-0.094464,-0.143921,-0.007919,-0.152937,0.134382,0.100296,0.027324,0.115567,0.125882,0.154606,0.088928,0.081475,-0.155098,-0.034917,-0.103915,-0.101347,0.171695,-0.062163,-0.179022,-0.065089,-0.011366,-0.026378,0.101537,0.080278,0.145873,0.120125,0.005380,-0.084741,-0.135744,0.127800,0.082359,-0.008921,-0.115056,-0.029316,0.049933,-0.161741,0.123643,-0.003306,0.131385,-0.045028,-0.146590,-0.100887,-0.092049,0.079917,-0.042639,-0.141795,0.098013,0.042504,-0.024538,-0.118093,0.171485,0.030785,0.076684,0.094906,0.002526,-0.001810,0.007852,0.116355,-0.114042,-0.117847,-0.016427,-0.061702,-0.065664,0.150523,0.165892,-0.052570,-0.070284
L3_說,說,語言 3,1.0000,-0.064029,-0.088117,0.059448,-0.032242,-0.027111,-0.127943,-0.101171,-0.121713,-0.134548,0.181926,0.077160,0.120449,-0.040152,-0.057777,0.103734,-0.003955,-0.144243,-0.146720,0.161514,-0.103534,0.120369,0.056689,0.016807,-0.021334,-0.125012,0.004726,0.036709,0.132682,-0.040442,-0.032280,-0.151803,-0.016600,0.066160,-0.094464,-0.143921,-0.007919,-0.152937,0.134382,0.100296,0.027324,0.115567,0.125882,0.154606,0.088928,0.081475,-0.155098,-0.034917,-0.103915,-0.101347,0.171695,-0.062163,-0.179022,-0.065089,-0.011366,-0.026378,0.101537,0.080278,0.145873,0.120125,0.005380,-0.084741,-0.135744,0.127800,0.082359,-0.008921,-0.115056,-0.029316,0.049933,-0.161741,0.123643,-0.003306,0.131385,-0.045028,-0.146590,-0.100887,-0.092049,0.079917,-0.042639,-0.141795,0.098013,0.042504,-0.024538,-0.118093,0.171485,0.030785,0.076684,0.094906,0.002526,-0.001810,0.007852,0.116355,-0.114042,-0.117847,-0.016427,-0.061702,-0.065664,0.150523,0.165892,-0.052570,-0.070284
L1_：「,：「,語言 1,1.0000,-0.116953,-0.163169,-0.078432,-0.056658,0.172385,-0.079071,-0.125524,0.089734,0.080670,0.129364,0.063964,-0.115054,-0.071721,-0.133171,-0.048881,0.054298,-0.125584,0.022018,-0.028724,-0.092378,-0.070841,0.087118,-0.061911,-0.141952,-0.136807,-0.014878,0.085935,0.100632,-0.012296,0.087989,0.174355,0.004740,-0.072513,0.103541,0.062656,0.128274,0.003469,-0.180271,0.077601,0.086889,-0.043745,-0.026929,0.027682,-0.070166,-0.151282,0.019672,-0.029071,0.140090,-0.092648,-0.008006,-0.117950,0.104446,-0.071397,0.143145,-0.145745,-0.058064,0.067660,-0.120776,-0.163892,0.011213,-0.067735,0.076408,-0.108599,0.040085,0.020951,-0.014717,-0.010558,-0.036957,-0.043176,0.002226,-0.154321,-0.147935,0.079903,-0.148621,-0.136832,0.112657,0.067488,-0.148495,0.088723,-0.162191,0.177900,0.090098,-0.069184,-0.107322,-0.112187,0.125770,0.139531,0.064678,-0.030254,0.128443,0.105694,0.010618,0.120372,0.057452,-0.151957,-0.039644,0.074752,0.149006,0.105638,0.089681
L2_,  “,,  “,語言 2,1.0000,-0.116953,-0.163169,-0.078432,-0.056658,0.172385,-0.079071,-0.125524,0.089734,0.080670,0.129364,0.063964,-0.115054,-0.071721,-0.133171,-0.048881,0.054298,-0.125584,0.022018,-0.028724,-0.092378,-0.070841,0.087118,-0.061911,-0.141952,-0.136807,-0.014878,0.085935,0.100632,-0.012296,0.087989,0.174355,0.004740,-0.072513,0.103541,0.062656,0.128274,0.003469,-0.180271,0.077601,0.086889,-0.043745,-0.026929,0.027682,-0.070166,-0.151282,0.019672,-0.029071,0.140090,-0.092648,-0.008006,-0.117950,0.104446,-0.071397,0.143145,-0.145745,-0.058064,0.067660,-0.120776,-0.163892,0.011213,-0.067735,0.076408,-0.108599,0.040085,0.020951,-0.014717,-0.010558,-0.036957,-0.043176,0.002226,-0.154321,-0.147935,0.079903,-0.148621,-0.136832,0.112657,0.067488,-0.148495,0.088723,-0.162191,0.177900,0.090098,-0.069184,-0.107322,-0.112187,0.125770,0.139531,0.064678,-0.030254,0.128443,0.105694,0.010618,0.120372,0.057452,-0.151957,-0.039644,0.074752,0.149006,0.105638,0.089681
L3_：「,：「,語言 3,1.0000,-0.116953,-0.163169,-0.078432,-0.056658,0.172385,-0.079071,-0.125524,0.089734,0.080670,0.129364,0.063964,-0.115054,-0.071721,-0.133171,-0.048881,0.054298,-0.125584,0.022018,-0.028724,-0.092378,-0.070841,0.087118,-0.061911,-0.141952,-0.136807,-0.014878,0.085935,0.100632,-0.012296,0.087989,0.174355,0.004740,-0.072513,0.103541,0.062656,0.128274,0.003469,-0.180271,0.077601,0.086889,-0.043745,-0.026929,0.027682,-0.070166,-0.151282,0.019672,-0.029071,0.140090,-0.092648,-0.008006,-0.117950,0.104446,-0.071397,0.143145,-0.145745,-0.058064,0.067660,-0.120776,-0.163892,0.011213,-0.067735,0.076408,-0.108599,0.040085,0.020951,-0.014717,-0.010558,-0.036957,-0.043176,0.002226,-0.154321,-0.147935,0.079903,-0.148621,-0.136832,0.112657,0.067488,-0.148495,0.088723,-0.162191,0.177900,0.090098,-0.069184,-0.107322,-0.112187,0.125770,0.139531,0.064678,-0.030254,0.128443,0.105694,0.010618,0.120372,0.057452,-0.151957,-0.039644,0.074752,0.149006,0.105638,0.089681
L1_講：「,講：「,語言 1,1.0000,0.023067,0.098883,0.143846,0.084199,-0.056964,-0.063602,0.049116,0.128936,0.036502,0.057797,-0.014909,-0.029663,0.068260,0.151549,-0.020843,-0.151597,-0.092892,0.127871,0.084513,-0.127344,0.129940,-0.049456,-0.100784,0.083913,0.103222,0.070699,-0.044392,-0.058421,0.077419,-0.087839,-0.018351,-0.151580,0.058733,0.145373,0.111211,0.070611,0.033698,-0.057801,-0.085150,-0.123102,-0.074024,0.089996,-0.099622,0.049453,-0.077493,0.078801,-0.082300,-0.138196,-0.125453,0.122419,0.075747,0.108057,0.018924,-0.001257,-0.097171,-0.030615,0.137493,-0.092371,-0.043447,-0.182599,-0.085266,-0.002930,-0.016496,-0.019203,-0.085385,-0.015717,0.152605,-0.132686,0.057437,0.031127,0.033731,0.153107,0.117385,-0.025883,0.157032,0.168417,-0.129480,-0.148227,0.054067,-0.105450,0.170675,-0.057019,-0.076742,-0.023341,-0.013538,0.105729,0.160648,-0.177622,0.116074,-0.095039,-0.090924,0.006785,-0.112680,-0.144089,-0.183685,-0.154404,0.161956,0.142110,-0.007287,0.010914
